name;price;info;link;"Разрешение | Кол-во лучей | Высота защиты";"Количество лучей";Разрешение;"Контролируемая высота барьера";"Минимальный размер контролируемого объекта";"Способ подключения";"Ширина защитной зоны";"Ток потребления приемника";"Ток потребления излучателя";"Время срабатывания";"Температура эксплуатации фотобарьера";"Тип безопасности";Быстродействие;"Защита от солнца";"Наличие виброгасителей";"Диапазон рабочих напряжений";"Номинальное напряжение питания";"Пульсации рабочих напряжений";"Падение напряжения на приемнике";"Ток нагрузки";"Комплексная защита приемника";"Индикация включения";"Индикация питания";"Степень защиты по ГОСТ 14254-96";"Материал оптики";"Категория безопасности";Выход;"Выход СОСТОЯНИЕ СИСТЕМЫ";"Время отклика";"Контроль внешнего реле";"Количество присоединяемых фотобарьеров";"Тип электрического соединения";"Температура эксплуатации";"Пылевлагонепроницаемость по ГОСТ 14254-2015";"Максимальный ток нагрузки";"Выходная мощность номинальная";"Порог срабатывания защиты по току";"Ток нагрузки | Мощность";"Габаритные размеры";"Способ установки";"Входное напряжение питания";"Частота входного переменного напряжения питания";"Номинальное выходное напряжение";"Нестабильность напряжения на выходе при изменении напряжения питания";"Электрическая прочность изоляции: вход-выход";"Электрическая прочность изоляции вход-корпус";"Входной ток при входном напряжении питания ~ 220В";"Диапазон температур рабочей среды";"Уровень радиопомех (группа по ГОСТ Р 51527)";"Степень защиты корпуса";"Материал корпуса";"Выходной сигнал влажности";"Электрическое подключение";"Напряжение питания";"Сопротивление нагрузки";"Ток потребления";"Материал корпуса сенсора";"Конструктивное исполнение";"Шкала измерения влажности";"Максимальное отклонение в диапазоне 0...90%";"Максимальное отклонение в диапазоне 90...100%";"Номинальное отклонение";"Герметичность по ГОСТ 14254-96";"Защита от неправильного подключения";"Диапазон рабочих температур";"Время готовности после подачи питания";"Выходной сигнал";"Точность преобразования температуры";"Шкала измерения температуры";"Диапазон питания";"Тип выходного сигнала";"Защита от выбросов напряжения";"Защита от превышения тока в нагрузке";"Диапазон измерения температуры";"Показатель тепловой инерции";"Номинальное напряжение питания постоянного тока";"Длина иглы";"Тип электрического подключения";"Диаметр иглы";"Длина погружаемой части";"Резьба присоединения";"Давление рабочее, максимальное";"Выходной сигнал температуры";"Выходной сигнал CO2";"Диапазон измерения CO2";"Точность измерения от текущего значения CO2";Калибровка;"Температура эксплуатации датчика";"Тип корпуса датчика";"Тип сенсора CO2";"Допустимая влажность (без конденсата)";"Время установки показаний";"Длина стержня";"Номинальный контролируемый уровень Lmax";"Установочный размер резьбы";"Напряжение питания постоянного тока";"Диапазон изменения тока на выходе";"Скорость изменения тока нагрузки";"Контролируемая жидкость";"Погрешность преобразования в температурном диапозоне +5…95 ?С";"Независимая регулировка чувствительности - нижнего уровня [LR1]";"Независимая регулировка чувствительности - верхнего уровня [LR2]";"Способ присоединения";"Степень защиты корпуса датчика";"Степень защиты погружаемой части датчика";"Материал оболочки погружаемой части датчика";"Давление контролируемой жидкости";"Тип коммутации";"Схема подключения";"Номинальное расстояние срабатывания [Sn]";"Рабочее расстояние переключения [Sa]";"Максимальная частота переключения";"Тип коммутации | Схема подключения";Типоразмер;"Базовая длина";"Гистерезис, не более";"Ток потребления, не более";"Комплексная защита датчика";"Степень защиты по ГОСТ 14254-2015";"Диапазон питающего напряжения";"Допустимая пульсация питающего напряжения";"Падение напряжения на ключе";"Коммутируемый ток [DC]";"Коммутируемое напряжение [DC]";"Индикаторы на датчике";"Длина направляющей";Материал;"Материал направляющей";Мощность;"Режимы работы";"Падение напряжения на датчике";"Остаточный ток (ток утечки), не более";"Коммутируемый ток [AC]";"Коммутируемое напряжение, [AC]";"Таймер задержки";"Способ установки в металл";Гистерезис;"Индикация состояния ключа";"Автоматический подогрев";"Остаточный ток, не более";"Климатическое исполнение";"Задержка срабатывания";"Заводская задержка";"Напряжение питания | Схема подключения";"Коммутируемое напряжение [AC]";"Задержка отпускания";"Тип разъёма";"Вид разъёма";Подключение;"Диаметр кабеля";"Количество контактов";"Расчетный ток при 40 °C";"Расчётное напряжение";"Тип кабеля";"Номинальное расстояние [Sn]";"Пульсация питающего напряжения, макс.";"Длина кабеля";"Тип головки №1";"Тип разъёма №1";"Вид разъёма №1";"Тип головки №2";"Тип разъёма №2";"Вид разъёма №2";"Тип корпуса регулятора";"Напряжение на нагрузке (реле)";"Ток нагрузки (реле)";"Температура эксплуатации регулятора";"Электрическое подключение регулятора";"Электрическое подключение датчика";"Герметичность датчика по ГОСТ 14254-96";"Герметичность регулятора по ГОСТ 14254-96";"Кол-во подключаемых датчиков";"Максимальная длина кабеля от датчика к регулятору";"Аналоговые входы";"Входной сигнал отн. влажности / температуры";"Потребляемая мощность, не более";"Ток потребления подключенного датчика, не более";"Количество релейных выходов";"Напряжение на нагрузке (реле), не более";"60 В [DC]";"1А (cosф =0,7)";"0…+60 °C";"1 шт.";"1 %";"0,1 °C";IP20;"Количество аналоговых входов";"Диапазон уставки уровня углекислого газа СО2";"1 ppm";"-99...99 ppm";"±5 ppm";"±50 ppm";"Тип чувствительного элемента";"Диапазон обнаружения";"Точность детектирования";"Время реакции, не более";"Время обновления показаний, не более";"Время выхода на рабочий режим после подачи питания";"Встроенная сигнализация";"Порог срабатывания №1";"Порог срабатывания №2";"Порог срабатывания №3";"Уровень громкости сигнализации на расстоянии 1м";"Количество подключаемых устройств";"Коммутируемая мощность, не более";"Коммутируемый ток, не более";"Мощность потребления, не более";"Масса, не более";"Период обновления результатов, не более";"Уровень громкости сигнализации на расстоянии 1м от сигнализатора, не менее";"Выходной унифицированный сигнал";"Шкала измерения";"Точность преобразования";"Угол настройки";Покрытие;"Соответствие типоразмеру резьбы"
"SET-30N101FG датчик ёмкостный";"3 380 ?";"Тип коммутации;NC — нормально-закрытый контакт;Схема подключения;AC — 2х-проводн. AC (транзистор);Таймер задержки;60 сек (фиксир.срабатывание) -TA60;Напряжение питания;Переменное [AC];Диапазон питания;20...250 В [AC];Падение напряжения на датчике;6В;Ток потребления, не более;2,5 мА;Остаточный ток, не более;2,5 мА;Коммутируемый ток [AC];5...500 мА;Максимальная частота переключения;20 Гц;Защита от превышения тока в нагрузке;есть;Задержка срабатывания;60 сек (фиксир.);Заводская задержка;60 сек (срабатывание);Климатическое исполнение;-25…+75 °C;Тип коммутации | Схема подключения;NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC;Типоразмер;?30 (гладкий);Способ установки в металл;не заподлицо;Номинальное расстояние срабатывания [Sn];0...20 мм;Гистерезис;5...20% от [Sn];Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;";https://beskonta.ru/product/set-30n101fg-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Переменное [AC]";;;текаформ;;;;;;IP68/IP65;;;;;;;"20...250 В [AC]";;;есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"NC — нормально-закрытый контакт";"AC — 2х-проводн. AC (транзистор)";"0...20 мм";;"20 Гц";"NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC";"?30 (гладкий)";;;"2,5 мА";;;;;;;;;;;;;;6В;;"5...500 мА";;"60 сек (фиксир.срабатывание) -TA60";"не заподлицо";"5...20% от [Sn]";есть;;"2,5 мА";"-25…+75 °C";"60 сек (фиксир.)";"60 сек (срабатывание)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SET-32N101G датчик ёмкостный";"3 430 ?";"Тип коммутации;NC — нормально-закрытый контакт;Схема подключения;AC — 2х-проводн. AC (транзистор);Таймер задержки;60 сек (фиксир.срабатывание) -TA60;Напряжение питания;Переменное [AC];Диапазон питания;20...250 В [AC];Падение напряжения на датчике;6В;Ток потребления, не более;2,5 мА;Остаточный ток, не более;2,5 мА;Коммутируемый ток [AC];5...500 мА;Максимальная частота переключения;20 Гц;Защита от превышения тока в нагрузке;есть;Задержка срабатывания;60 сек (фиксир.);Заводская задержка;60 сек (срабатывание);Климатическое исполнение;-25…+75 °C;Тип коммутации | Схема подключения;NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC;Типоразмер;?32 (гладкий);Способ установки в металл;не заподлицо;Номинальное расстояние срабатывания [Sn];0...15 мм;Гистерезис;5...20% от [Sn];Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;";https://beskonta.ru/product/set-32n101g-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Переменное [AC]";;;текаформ;;;;;;IP68/IP65;;;;;;;"20...250 В [AC]";;;есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"NC — нормально-закрытый контакт";"AC — 2х-проводн. AC (транзистор)";"0...15 мм";;"20 Гц";"NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC";"?32 (гладкий)";;;"2,5 мА";;;;;;;;;;;;;;6В;;"5...500 мА";;"60 сек (фиксир.срабатывание) -TA60";"не заподлицо";"5...20% от [Sn]";есть;;"2,5 мА";"-25…+75 °C";"60 сек (фиксир.)";"60 сек (срабатывание)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SET-18N87F датчик ёмкостный";"3 210 ?";"Тип коммутации;NC — нормально-закрытый контакт;Схема подключения;AC — 2х-проводн. AC (транзистор);Таймер задержки;60 сек (фиксир.срабатывание) -TA60;Напряжение питания;Переменное [AC];Диапазон питания;20...250 В [AC];Падение напряжения на датчике;6В;Ток потребления, не более;2,5 мА;Остаточный ток, не более;2,5 мА;Коммутируемый ток [AC];5...500 мА;Максимальная частота переключения;20 Гц;Защита от превышения тока в нагрузке;есть;Задержка срабатывания;60 сек (фиксир.);Заводская задержка;60 сек (срабатывание);Тип коммутации | Схема подключения;NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC;Типоразмер;M18x1 (с резьбой);Способ установки в металл;не заподлицо;Номинальное расстояние срабатывания [Sn];0...15 мм;Гистерезис;5...20% от [Sn];Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;Автоматический подогрев;нет;Диапазон рабочих температур;-25…+75 °C;";https://beskonta.ru/product/set-18n87f-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Переменное [AC]";;;текаформ;;;;;;IP68/IP65;;"-25…+75 °C";;;;;"20...250 В [AC]";;;есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"NC — нормально-закрытый контакт";"AC — 2х-проводн. AC (транзистор)";"0...15 мм";;"20 Гц";"NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC";"M18x1 (с резьбой)";;;"2,5 мА";;;;;;;;;;;;;;6В;;"5...500 мА";;"60 сек (фиксир.срабатывание) -TA60";"не заподлицо";"5...20% от [Sn]";есть;нет;"2,5 мА";;"60 сек (фиксир.)";"60 сек (срабатывание)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SET-18N89FG датчик ёмкостный";"3 340 ?";"Тип коммутации;NC — нормально-закрытый контакт;Схема подключения;AC — 2х-проводн. AC (транзистор);Таймер задержки;60 сек (фиксир.срабатывание) -TA60;Напряжение питания;Переменное [AC];Диапазон питания;20...250 В [AC];Падение напряжения на датчике;6В;Ток потребления, не более;2,5 мА;Остаточный ток, не более;2,5 мА;Коммутируемый ток [AC];5...500 мА;Максимальная частота переключения;20 Гц;Защита от превышения тока в нагрузке;есть;Задержка срабатывания;60 сек (фиксир.);Заводская задержка;60 сек (срабатывание);Тип коммутации | Схема подключения;NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC;Типоразмер;?18 (гладкий);Способ установки в металл;не заподлицо;Номинальное расстояние срабатывания [Sn];0...15 мм;Гистерезис;5...20% от [Sn];Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;Автоматический подогрев;нет;Диапазон рабочих температур;-25…+75 °C;";https://beskonta.ru/product/set-18n89fg-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Переменное [AC]";;;текаформ;;;;;;IP68/IP65;;"-25…+75 °C";;;;;"20...250 В [AC]";;;есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"NC — нормально-закрытый контакт";"AC — 2х-проводн. AC (транзистор)";"0...15 мм";;"20 Гц";"NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC";"?18 (гладкий)";;;"2,5 мА";;;;;;;;;;;;;;6В;;"5...500 мА";;"60 сек (фиксир.срабатывание) -TA60";"не заподлицо";"5...20% от [Sn]";есть;нет;"2,5 мА";;"60 сек (фиксир.)";"60 сек (срабатывание)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SET-B30N101F датчик ёмкостный";"3 700 ?";"Тип коммутации;NC — нормально-закрытый контакт;Схема подключения;AC — 2х-проводн. AC (транзистор);Таймер задержки;60 сек (фиксир.срабатывание) -TA60;Напряжение питания;Переменное [AC];Диапазон питания;20...250 В [AC];Падение напряжения на датчике;6В;Ток потребления, не более;2,5 мА;Остаточный ток, не более;2,5 мА;Коммутируемый ток [AC];5...500 мА;Максимальная частота переключения;20 Гц;Защита от превышения тока в нагрузке;есть;Задержка срабатывания;60 сек (фиксир.);Заводская задержка;60 сек (срабатывание);Климатическое исполнение;-25…+75 °C;Тип коммутации | Схема подключения;NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC;Типоразмер;M30x1,5 (с резьбой);Способ установки в металл;не заподлицо;Номинальное расстояние срабатывания [Sn];0...20 мм;Гистерезис;5...20% от [Sn];Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;";https://beskonta.ru/product/set-b30n101f-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Переменное [AC]";;;текаформ;;;;;;IP68/IP65;;;;;;;"20...250 В [AC]";;;есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"NC — нормально-закрытый контакт";"AC — 2х-проводн. AC (транзистор)";"0...20 мм";;"20 Гц";"NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC";"M30x1,5 (с резьбой)";;;"2,5 мА";;;;;;;;;;;;;;6В;;"5...500 мА";;"60 сек (фиксир.срабатывание) -TA60";"не заподлицо";"5...20% от [Sn]";есть;;"2,5 мА";"-25…+75 °C";"60 сек (фиксир.)";"60 сек (срабатывание)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SET-B18N89F датчик ёмкостный";"3 580 ?";"Тип коммутации;NC — нормально-закрытый контакт;Схема подключения;AC — 2х-проводн. AC (транзистор);Таймер задержки;60 сек (фиксир.срабатывание) -TA60;Напряжение питания;Переменное [AC];Диапазон питания;20...250 В [AC];Падение напряжения на датчике;6В;Ток потребления, не более;2,5 мА;Остаточный ток, не более;2,5 мА;Коммутируемый ток [AC];5...500 мА;Максимальная частота переключения;20 Гц;Защита от превышения тока в нагрузке;есть;Задержка срабатывания;60 сек (фиксир.);Заводская задержка;60 сек (срабатывание);Тип коммутации | Схема подключения;NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC;Типоразмер;M18x1 (с резьбой);Способ установки в металл;не заподлицо;Номинальное расстояние срабатывания [Sn];0...15 мм;Гистерезис;5...20% от [Sn];Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;Автоматический подогрев;нет;Диапазон рабочих температур;-25…+75 °C;";https://beskonta.ru/product/set-b18n89f-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Переменное [AC]";;;текаформ;;;;;;IP68/IP65;;"-25…+75 °C";;;;;"20...250 В [AC]";;;есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"NC — нормально-закрытый контакт";"AC — 2х-проводн. AC (транзистор)";"0...15 мм";;"20 Гц";"NC-AC — контакт NC • схема 2х-пров. • 20…250 VAC";"M18x1 (с резьбой)";;;"2,5 мА";;;;;;;;;;;;;;6В;;"5...500 мА";;"60 сек (фиксир.срабатывание) -TA60";"не заподлицо";"5...20% от [Sn]";есть;нет;"2,5 мА";;"60 сек (фиксир.)";"60 сек (срабатывание)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SET-A30N110F датчик ёмкостный";"5 770 ?";"Напряжение питания | Схема подключения;220V AC | Реле | 5-проводн;Диапазон питающего напряжения;90...250 В [AC] /24 В [DC];Климатическое исполнение;-25…+75 °C;Тип коммутации | Схема подключения;NONC-ACR — контакт NONC • схема 5-проводн. • 90...250 VAC;Типоразмер;M30x1,5 (с резьбой);Тип коммутации;NO/NC;Таймер задержки;0...4 часов (програм.);Выходной сигнал;Relay;Способ установки в металл;не заподлицо;Номинальное расстояние срабатывания [Sn];0…20 мм;Гистерезис;5...20% от [Sn];Ток потребления, не более;25 мА;Коммутируемый ток [AC];0,1...4 А;Коммутируемый ток [DC];0,1...2 А;Коммутируемое напряжение [AC];до 250 В;Коммутируемое напряжение [DC];до 30 В;Максимальная частота переключения;1 Гц;Защита от превышения тока в нагрузке;нет;Задержка срабатывания;0...4 часа;Заводская задержка;30 сек (отпускание);Задержка отпускания;0...4 часа;Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;";https://beskonta.ru/product/set-a30n110f-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;текаформ;;;;;;IP68/IP65;;;;Relay;;;;;;нет;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NO/NC;;"0…20 мм";;"1 Гц";"NONC-ACR — контакт NONC • схема 5-проводн. • 90...250 VAC";"M30x1,5 (с резьбой)";;;"25 мА";;;"90...250 В [AC] /24 В [DC]";;;"0,1...2 А";"до 30 В";;;;;;;;;"0,1...4 А";;"0...4 часов (програм.)";"не заподлицо";"5...20% от [Sn]";есть;;;"-25…+75 °C";"0...4 часа";"30 сек (отпускание)";"220V AC | Реле | 5-проводн";"до 250 В";"0...4 часа";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SET-A30N110FG датчик ёмкостный";"5 530 ?";"Напряжение питания | Схема подключения;220V AC | Реле | 5-проводн;Диапазон питающего напряжения;90...250 В [AC] /24 В [DC];Климатическое исполнение;-25…+75 °C;Тип коммутации | Схема подключения;NONC-ACR — контакт NONC • схема 5-проводн. • 90...250 VAC;Типоразмер;?30 (гладкий);Тип коммутации;NO/NC;Таймер задержки;0...4 часов (програм.);Выходной сигнал;Relay;Способ установки в металл;не заподлицо;Номинальное расстояние срабатывания [Sn];0…20 мм;Гистерезис;5...20% от [Sn];Ток потребления, не более;25 мА;Коммутируемый ток [AC];0,1...4 А;Коммутируемый ток [DC];0,1...2 А;Коммутируемое напряжение [AC];до 250 В;Коммутируемое напряжение [DC];до 30 В;Максимальная частота переключения;1 Гц;Защита от превышения тока в нагрузке;нет;Задержка срабатывания;0...4 часа;Заводская задержка;30 сек (отпускание);Задержка отпускания;0...4 часа;Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;";https://beskonta.ru/product/set-a30n110fg-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;текаформ;;;;;;IP68/IP65;;;;Relay;;;;;;нет;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NO/NC;;"0…20 мм";;"1 Гц";"NONC-ACR — контакт NONC • схема 5-проводн. • 90...250 VAC";"?30 (гладкий)";;;"25 мА";;;"90...250 В [AC] /24 В [DC]";;;"0,1...2 А";"до 30 В";;;;;;;;;"0,1...4 А";;"0...4 часов (програм.)";"не заподлицо";"5...20% от [Sn]";есть;;;"-25…+75 °C";"0...4 часа";"30 сек (отпускание)";"220V AC | Реле | 5-проводн";"до 250 В";"0...4 часа";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SET-A32N110FG датчик ёмкостный";"5 870 ?";"Напряжение питания | Схема подключения;220V AC | Реле | 5-проводн;Диапазон питающего напряжения;90...250 В [AC] /24 В [DC];Климатическое исполнение;-25…+75 °C;Тип коммутации | Схема подключения;NONC-ACR — контакт NONC • схема 5-проводн. • 90...250 VAC;Типоразмер;?32 (гладкий);Тип коммутации;NO/NC;Таймер задержки;0...4 часов (програм.);Выходной сигнал;Relay;Способ установки в металл;не заподлицо;Номинальное расстояние срабатывания [Sn];0…20 мм;Гистерезис;5...20% от [Sn];Ток потребления, не более;25 мА;Коммутируемый ток [AC];0,1...4 А;Коммутируемый ток [DC];0,1...2 А;Коммутируемое напряжение [AC];до 250 В;Коммутируемое напряжение [DC];до 30 В;Максимальная частота переключения;1 Гц;Защита от превышения тока в нагрузке;нет;Задержка срабатывания;0...4 часа;Заводская задержка;30 сек (отпускание);Задержка отпускания;0...4 часа;Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;";https://beskonta.ru/product/set-a32n110fg-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;текаформ;;;;;;IP68/IP65;;;;Relay;;;;;;нет;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NO/NC;;"0…20 мм";;"1 Гц";"NONC-ACR — контакт NONC • схема 5-проводн. • 90...250 VAC";"?32 (гладкий)";;;"25 мА";;;"90...250 В [AC] /24 В [DC]";;;"0,1...2 А";"до 30 В";;;;;;;;;"0,1...4 А";;"0...4 часов (програм.)";"не заподлицо";"5...20% от [Sn]";есть;;;"-25…+75 °C";"0...4 часа";"30 сек (отпускание)";"220V AC | Реле | 5-проводн";"до 250 В";"0...4 часа";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Разъём AP12F4";"1 130 ?";"Тип разъёма;М12х1 (кодировка А);Вид разъёма;Угловой;Подключение;Розетка (мама, female);Диаметр кабеля;PG7 (4-7 мм);Количество контактов;4 шт.;Расчетный ток при 40 °C;4А;Расчётное напряжение;250 В AC/DC;Тип кабеля;Экранированный;";https://beskonta.ru/product/razem-ap12f4/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"М12х1 (кодировка А)";Угловой;"Розетка (мама, female)";"PG7 (4-7 мм)";"4 шт.";4А;"250 В AC/DC";Экранированный;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SES-18V89F датчик ёмкостный";"3 330 ?";"Тип коммутации;NO — нормально-открытый контакт;Схема подключения;AC — 2х-проводн. AC (транзистор);Диапазон питающего напряжения;20...250 В [AC];Падение напряжения на датчике;6В;Ток потребления, не более;2,5 мА;Остаточный ток (ток утечки), не более;2,5 мА;Коммутируемый ток [AC];5…500 мА;Коммутируемое напряжение, [AC];20...250 В;Максимальная частота переключения;20 Гц;Тип коммутации | Схема подключения;NO-AC — контакт NO • схема 2х-пров. • 20…250 VAC;Типоразмер;M18x1 (с резьбой);Таймер задержки;отсутствует;Способ установки в металл;заподлицо;Номинальное расстояние срабатывания [Sn];0...15 мм;Гистерезис;5...20% от [Sn];Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;Автоматический подогрев;нет;Диапазон рабочих температур;-25…+75 °C;";https://beskonta.ru/product/ses-18v89f-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;текаформ;;;;;;IP68/IP65;;"-25…+75 °C";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"NO — нормально-открытый контакт";"AC — 2х-проводн. AC (транзистор)";"0...15 мм";;"20 Гц";"NO-AC — контакт NO • схема 2х-пров. • 20…250 VAC";"M18x1 (с резьбой)";;;"2,5 мА";;;"20...250 В [AC]";;;;;;;;;;;6В;"2,5 мА";"5…500 мА";"20...250 В";отсутствует;заподлицо;"5...20% от [Sn]";есть;нет;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"SES-30V101F датчик ёмкостный";"3 530 ?";"Тип коммутации;NO — нормально-открытый контакт;Схема подключения;AC — 2х-проводн. AC (транзистор);Диапазон питания;20...250 В [AC];Падение напряжения на датчике;6В;Ток потребления, не более;2,5 мА;Остаточный ток, не более;2,5 мА;Коммутируемый ток [AC];5...500 мА;Коммутируемое напряжение, [AC];20...250 В;Максимальная частота переключения;20 Гц;Защита от превышения тока в нагрузке;есть;Климатическое исполнение;-25…+75 °C;Тип коммутации | Схема подключения;NO-AC — контакт NO • схема 2х-пров. • 20…250 VAC;Типоразмер;M30x1,5 (с резьбой);Таймер задержки;отсутствует;Способ установки в металл;заподлицо;Номинальное расстояние срабатывания [Sn];0...20 мм;Гистерезис;5...20% от [Sn];Индикация состояния ключа;есть;Герметичность по ГОСТ 14254-96;IP68/IP65;Материал корпуса сенсора;текаформ;Автоматический подогрев;нет;Диапазон рабочих температур;-25…+75 °C;";https://beskonta.ru/product/ses-30v101f-datchik-emkostnyy/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;текаформ;;;;;;IP68/IP65;;"-25…+75 °C";;;;;"20...250 В [AC]";;;есть;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"NO — нормально-открытый контакт";"AC — 2х-проводн. AC (транзистор)";"0...20 мм";;"20 Гц";"NO-AC — контакт NO • схема 2х-пров. • 20…250 VAC";"M30x1,5 (с резьбой)";;;"2,5 мА";;;;;;;;;;;;;;6В;;"5...500 мА";"20...250 В";отсутствует;заподлицо;"5...20% от [Sn]";есть;нет;"2,5 мА";"-25…+75 °C";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
