Column1;Column2;Column3;Column4;Column5;Column6
PS2R1T-18M65-8N11-K;"2 352 руб.";4673759515277;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 0,1...5 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Описание функции выхода; разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания, замкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 0,1...5 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,13 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2r1t-18m65-8n11-k
PS2R1T-18M65-8N21-K;"2 352 руб.";4673759515284;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 0,1...5 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; замыкающий, NO;Описание функции выхода; разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания, замкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 0,1...5 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,13 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2r1t-18m65-8n21-k
PS2R1T-18M65-8N31-K;"2 400 руб.";4673759515291;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 0,1...5 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; размыкающий, NC;Описание функции выхода; замкнут при частоте воздействия меньше настраиваемой частоты срабатывания, разомкнут при частоте воздействия больше настраиваемой частоты срабатывания, разомкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 0,1...5 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,13 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2r1t-18m65-8n31-k
PS2R1T-18M65-8N41-K;"2 400 руб.";4673759515307;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 0,1...5 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; размыкающий, NC;Описание функции выхода; замкнут при частоте воздействия меньше настраиваемой частоты срабатывания, разомкнут при частоте воздействия больше настраиваемой частоты срабатывания, разомкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 0,1...5 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,13 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2r1t-18m65-8n41-k
PS2R1T-18M75-5B51-K;"2 532 руб.";4673759515314;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 0,1...5 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 5 мм;Расстояние срабатывания рабочее (Sa); 0...4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Описание функции выхода; выходная группа (NO+NC) переключается при переходе частоты воздействия через значение настраиваемой частоты срабатывания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 0,1...5 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 75 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,14 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2r1t-18m75-5b51-k
PS2R1T-18M75-8N51-K;"2 532 руб.";4673759515321;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 0,1...5 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 8 мм;Расстояние срабатывания рабочее (Sa); 0...6,4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Описание функции выхода; выходная группа (NO+NC) переключается при переходе частоты воздействия через значение настраиваемой частоты срабатывания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 0,1...5 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 75 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2r1t-18m75-8n51-k
PS2R1T-18M80-5B11-B;"2 652 руб.";4673759515338;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 0,1...5 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 5 мм;Расстояние срабатывания рабочее (Sa); 0...4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; клеммная коробка/вывод вбок;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Описание функции выхода; разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания, замкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 0,1...5 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2r1t-18m80-5b11-b
PS2R1T-18M80-5B11-Z;"2 352 руб.";4673759515345;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: PNP
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 0,1...5 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 5 мм;Расстояние срабатывания рабочее (Sa); 0...4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Описание функции выхода; разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания, замкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 0,1...5 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2r1t-18m80-5b11-z
PS2R1T-18M80-5B21-B;"2 652 руб.";4673759515352;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: NPN
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 0,1...5 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 5 мм;Расстояние срабатывания рабочее (Sa); 0...4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; клеммная коробка/вывод вбок;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; замыкающий, NO;Описание функции выхода; разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания, замкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 0,1...5 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2r1t-18m80-5b21-b
PS2R1T-18M80-5B21-Z;"2 352 руб.";4673759515369;"Индуктивный бесконтактный датчик в цилиндрическом латунном корпусе с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Расстояние срабатывания: 5 мм
Способ монтажа: заподлицо
Тип выхода: NPN
Функция выхода: замыкающий, NO
Описание функции выхода: разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания
Настраиваемая частота срабатывания: 0,1...5 Гц
Задержка после включения питания: 50 мс
Рабочее напряжение питания: 10...30 V DC
Падение напряжения: 2 В
Ток нагрузки максимальный: 0,3 А
Ток потребления вкл./выкл.: 25 мА/8 мА
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP65
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 5 мм;Расстояние срабатывания рабочее (Sa); 0...4 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; замыкающий, NO;Описание функции выхода; разомкнут при частоте воздействия меньше настраиваемой частоты срабатывания, замкнут при частоте воздействия больше настраиваемой частоты срабатывания, замкнут в течение 10 с после подачи питания;Задержка срабатывания после подачи питания; 10 с;Частота переключения максимальная (f); 0,1...5 Гц;Регулировка чувствительности (Reg); есть;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,15 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Категория применения; DC13;Покрытие корпуса; никель;Материал чувствительной части; полиамид;Материал корпуса; латунь;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Момент затяжки гаек, не более; 3 кг м;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP65;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/ps2r1t-18m80-5b21-z
