name;price;art;description;info;link;"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь";"Способ подключения";"Рабочая температура";"Тип выхода";"Функция выхода";"Частота переключения максимальная (f)";Длина;"Длина кабеля";"Размеры упаковки";"Эффективное расстояние срабатывания (Sn) на тест-карту Кодак";"Масса, не более";"Напряжение питания рабочее";"Падение напряжения максимальное";"Ток нагрузки максимальный (Ie)";"Ток потребления вкл./выкл.";"Программируемая функция выхода";"Материал корпуса";Индикация;"Степень защиты по IEC 60529";"Защита от короткого замыкания";"Защита от перегрузки по току";"Защита от переполюсовки";Примечание;"Регулировка чувствительности (Reg)";"Минимальный размер контролируемого объекта";"Эффективное расстояние срабатывания (Sn) на световозвращатель"
ВБ3С.18М.65.TRL2500.2П.1.К;"5 604 руб.";F126;"Оптический лазерный датчик рефлекторного типа, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Вид излучения: лазерный
Материал оптики: стекло
Максимальная внешняя освещенность: 5000 Лк
Расстояние срабатывания (Sn) на световозвращатель: 200 … 2500 мм
Минимальный размер контролируемого объекта: 1 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Регулировка чувствительности (Reg); есть;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Минимальный размер контролируемого объекта; 1,0 мм;Эффективное расстояние срабатывания (Sn) на световозвращатель; 200 … 2500 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-65-trl2500-2p-1-k;;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";NPN;"NO/NC, размыкающий или замыкающий";"400 Гц";"65 мм";"2 м";"105x80x40 мм";;"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";есть;"1,0 мм";"200 … 2500 мм"
ВБ3С.18М.65.TRL2500.56П.1.К;"7 056 руб.";F127;"Оптический лазерный датчик рефлекторного типа, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Вид излучения: лазерный
Материал оптики: стекло
Максимальная внешняя освещенность: 5000 Лк
Расстояние срабатывания (Sn) на световозвращатель: 200 … 2500 мм
Минимальный размер контролируемого объекта: 1 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP+NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/5x0,2/ 2 м";"Способ подключения; кабель ПВХ 5,5 мм/5x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP+NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Регулировка чувствительности (Reg); есть;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Минимальный размер контролируемого объекта; 1,0 мм;Эффективное расстояние срабатывания (Sn) на световозвращатель; 200 … 2500 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-65-trl2500-56p-1-k;;"кабель ПВХ 5,5 мм/5x0,2/ 2 м";"-20...+70 °C";PNP+NPN;"NO/NC, размыкающий или замыкающий";"400 Гц";"65 мм";"2 м";"105x80x40 мм";;"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";;латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";есть;"1,0 мм";"200 … 2500 мм"
ВБ3С.18М.65.TRL5000.1П.1.К;"5 436 руб.";F128;"Оптический лазерный датчик рефлекторного типа, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Вид излучения: лазерный
Материал оптики: стекло
Максимальная внешняя освещенность: 5000 Лк
Расстояние срабатывания (Sn) на световозвращатель: 200...5000 мм
Минимальный размер контролируемого объекта: 1 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Минимальный размер контролируемого объекта; 1,0 мм;Эффективное расстояние срабатывания (Sn) на световозвращатель; 200...5000 мм;Масса, не более; 0,05 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-65-trl5000-1p-1-k;;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";PNP;"NO/NC, размыкающий или замыкающий";"400 Гц";"65 мм";"2 м";"105x80x40 мм";;"0,05 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;"1,0 мм";"200...5000 мм"
ВБ3С.18М.65.TRL5000.2П.1.К;"5 436 руб.";F129;"Оптический лазерный датчик рефлекторного типа, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Вид излучения: лазерный
Материал оптики: стекло
Максимальная внешняя освещенность: 5000 Лк
Расстояние срабатывания (Sn) на световозвращатель: 200 … 5000 мм
Минимальный размер контролируемого объекта: 1 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Минимальный размер контролируемого объекта; 1,0 мм;Эффективное расстояние срабатывания (Sn) на световозвращатель; 200 … 5000 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-65-trl5000-2p-1-k;;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";NPN;"NO/NC, размыкающий или замыкающий";"400 Гц";"65 мм";"2 м";"105x80x40 мм";;"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;"1,0 мм";"200 … 5000 мм"
ВБ3С.18М.65.TRL5000.2П.1.К.41;"5 550 руб.";F130;"Оптический лазерный датчик рефлекторного типа, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Вид излучения: лазерный
Материал оптики: стекло
Максимальная внешняя освещенность: 5000 Лк
Расстояние срабатывания (Sn) на световозвращатель: 200 … 5000 мм
Минимальный размер контролируемого объекта: 1 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 1000 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 1000 Гц;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Минимальный размер контролируемого объекта; 1,0 мм;Эффективное расстояние срабатывания (Sn) на световозвращатель; 200 … 5000 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-65-trl5000-2p-1-k-41;;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";NPN;"NO/NC, размыкающий или замыкающий";"1000 Гц";"65 мм";"2 м";"105x80x40 мм";;"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;"1,0 мм";"200 … 5000 мм"
ВБ3С.18М.65.TRL5000.5.1.К;"6 384 руб.";F131;"Оптический лазерный датчик рефлекторного типа, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Вид излучения: лазерный
Материал оптики: стекло
Максимальная внешняя освещенность: 5000 Лк
Расстояние срабатывания (Sn) на световозвращатель: 200 … 5000 мм
Минимальный размер контролируемого объекта: 1 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP
Функция выхода: переключающий, NO+NC
Рабочая температура: -20...+70 °C
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 400 Гц;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Минимальный размер контролируемого объекта; 1,0 мм;Эффективное расстояние срабатывания (Sn) на световозвращатель; 200 … 5000 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-65-trl5000-5-1-k;;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";PNP;"переключающий, NO+NC";"400 Гц";"65 мм";"2 м";"105x80x40 мм";;"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";;латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;"1,0 мм";"200 … 5000 мм"
ВБ3С.18М.65.TRL5000.56П.1.К;"5 988 руб.";F132;"Оптический лазерный датчик рефлекторного типа, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Вид излучения: лазерный
Материал оптики: стекло
Максимальная внешняя освещенность: 5000 Лк
Расстояние срабатывания (Sn) на световозвращатель: 200 … 5000 мм
Минимальный размер контролируемого объекта: 1 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP+NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/5x0,2/ 2 м";"Способ подключения; кабель ПВХ 5,5 мм/5x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP+NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Минимальный размер контролируемого объекта; 1,0 мм;Эффективное расстояние срабатывания (Sn) на световозвращатель; 200 … 5000 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-65-trl5000-56p-1-k;;"кабель ПВХ 5,5 мм/5x0,2/ 2 м";"-20...+70 °C";PNP+NPN;"NO/NC, размыкающий или замыкающий";"400 Гц";"65 мм";"2 м";"105x80x40 мм";;"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";;латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;"1,0 мм";"200 … 5000 мм"
ВБ3С.18М.65.TRL5000.6.1.К;"6 384 руб.";F133;"Оптический лазерный датчик рефлекторного типа, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 65 мм. В комплекте две крепежные гайки.
Вид излучения: лазерный
Материал оптики: стекло
Максимальная внешняя освещенность: 5000 Лк
Расстояние срабатывания (Sn) на световозвращатель: 200 … 5000 мм
Минимальный размер контролируемого объекта: 1 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: NPN
Функция выхода: переключающий, NO+NC
Рабочая температура: -20...+70 °C
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; NPN;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 400 Гц;Длина; 65 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Минимальный размер контролируемого объекта; 1,0 мм;Эффективное расстояние срабатывания (Sn) на световозвращатель; 200 … 5000 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-65-trl5000-6-1-k;;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";NPN;"переключающий, NO+NC";"400 Гц";"65 мм";"2 м";"105x80x40 мм";;"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";;латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;"1,0 мм";"200 … 5000 мм"
ВБ3С.18М.80.TR100.1П.1.Z;"3 720 руб.";F140;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...120 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...100 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...100 мм;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...120 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr100-1p-1-z;"5...100 мм";"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";PNP;"NO/NC, размыкающий или замыкающий";"400 Гц";"80 мм";"2 м";"105x80x40 мм";"5...120 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TR100.2П.1.Z;"3 720 руб.";F141;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...120 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...100 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...100 мм;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...120 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr100-2p-1-z;"5...100 мм";"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"-20...+70 °C";NPN;"NO/NC, размыкающий или замыкающий";"400 Гц";"80 мм";"2 м";"105x80x40 мм";"5...120 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
ВБ3С.18М.80.TR100.56П.1.Z;"4 560 руб.";F142;"Оптический датчик диффузионного типа не чувствителен к фону, приемник и излучатель выполнены в одном корпусе.
Миниатюрный корпус из АБС и латуни с резьбой М18х1 длиной 80 мм. В комплекте две крепежные гайки.
Вид излучения: инфракрасный
Материал оптики: стекло
Максимальная освещенность: 5000 Лк
Расстояние срабатывания (Sn) на карту Кодак: 5...120 мм
Расстояние срабатывания (Sn) на горячекатаную сталь: 5...100 мм
Гистерезис: не более 15 % от Sn
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: не более 0,1 В
Частота переключения максимальная: 400 Гц
Потребляемый ток: не более 0,03 А
Тип выхода: PNP+NPN
Функция выхода: NO/NC, размыкающий или замыкающий
Рабочая температура: -20...+70 °C
Режим обучения: есть
Активация режима обучения: кнопка
Память данных обучения: есть
Тип защиты: следящая
Степень защиты: IP67
Способ подключения: кабель ПВХ 5,5 мм/5x0,2/ 2 м";"Эффективное расстояние срабатывания (Sn) на горячекатаную сталь; 5...100 мм;Способ подключения; кабель ПВХ 5,5 мм/5x0,2/ 2 м;Рабочая температура; -20...+70 °C;Тип выхода; PNP+NPN;Функция выхода; NO/NC, размыкающий или замыкающий;Частота переключения максимальная (f); 400 Гц;Длина; 80 мм;Длина кабеля; 2 м;Размеры упаковки; 105x80x40 мм;Эффективное расстояние срабатывания (Sn) на тест-карту Кодак; 5...120 мм;Масса, не более; 0,15 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 0,1 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; не более 0,03 А;Программируемая функция выхода; размыкающий или замыкающий;Материал корпуса; латунь;Индикация; выход;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Примечание; В комплекте две крепежные гайки под ключ 24.;";https://mega-k.com/products/vb3c-18m-80-tr100-56p-1-z;"5...100 мм";"кабель ПВХ 5,5 мм/5x0,2/ 2 м";"-20...+70 °C";PNP+NPN;"NO/NC, размыкающий или замыкающий";"400 Гц";"80 мм";"2 м";"105x80x40 мм";"5...120 мм";"0,15 кг";"10...30 V DC";"0,1 В";"0,3 А";"не более 0,03 А";"размыкающий или замыкающий";латунь;выход;IP67;есть;есть;есть;"В комплекте две крепежные гайки под ключ 24.";;;
