name;price;art;description;info;link;"Расстояние срабатывания номинальное (Sn)";"Расстояние срабатывания рабочее (Sa)";"Расстояние срабатывания эффективное (Sr)";"Способ подключения";"Способ монтажа";"Рабочая температура";"Тип выхода";"Функция выхода";"Частота переключения максимальная (f)";"Повторяемость максимальная (R), от Sr";"Гистерезис максимальный (H), от Sr";"Размеры упаковки";"Масса, не более";"Напряжение питания номинальное (Ue)";"Напряжение питания рабочее";"Падение напряжения максимальное";"Ток нагрузки максимальный (Ie)";"Ток потребления вкл./выкл.";"Уровень пульсаций (%Ue)";"Задержка после включения питания (tv)";"Емкость нагрузки максимальная (при Ue)";"Категория применения";"Материал чувствительной части";"Материал корпуса";"Ударная нагрузка полусинусоидальная";"Вибрационная нагрузка";"Индикатор состояния выхода (LED)";"Степень защиты по IEC 60529";"Защита от короткого замыкания";"Защита от перегрузки по току";"Защита от переполюсовки";"Защита от ЭДС самоиндукции";"Технический паспорт";"Кабели для подключения: C19 L2,0. 1 (прямой), C20 L2,0. 1 (угловой), C21 L2,0. 1 (угловой с индикацией) заказываются отдельно.";"Длина кабеля";"Кабели для подключения: C19 L2,0. 1 (прямой), C20 L2,0. 1 (угловой), C21 L2,0. 2 (угловой с индикацией) заказываются отдельно.";"Кабели для подключения: C19 L2,0. 3 (прямой), C20 L2,0. 3 (угловой), C21 L2,0. 3 (угловой с индикацией) заказываются отдельно.";"Кабели для подключения: C19 L2,0. 3 (прямой), C20 L2,0. 3 (угловой), C21 L2,0. 4 (угловой с индикацией) заказываются отдельно.";"Кабели для подключения: C19 L2,0. 5 (прямой), C20 L2,0. 5 (угловой), C21 L2,0. 5 (угловой с индикацией) заказываются отдельно.";"Кабели для подключения: C19 L2,0. 5 (прямой), C20 L2,0. 5 (угловой), C21 L2,0. 6 (угловой с индикацией) заказываются отдельно.";"Остаточный ток"
PS2-34-45N51-C4;"2 364 руб.";4673759506466;"Индуктивный датчик в корпусе 80х80х40 мм с прямоугольным основанием и четырьмя крепежными отверстиями.
Расстояние срабатывания: 45 мм
Способ монтажа: не заподлицо
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: 1,5 В
Частота переключения максимальная: 50 Гц
Ток потребления вкл./выкл.: 25 мА/8 мА
Тип выхода: PNP
Функция выхода: переключающий, NO+NC
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP67
Способ подключения: разъем/М12/4-конт";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; разъем/М12/4-конт;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 50 Гц;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,26 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 1,5 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Емкость нагрузки максимальная (при Ue); 0,5 мкФ;Категория применения; DC13;Материал чувствительной части; сополимер АБС;Материал корпуса; сополимер АБС;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; Кабели для подключения: C19 L2,0. 5 (прямой), C20 L2,0. 5 (угловой), C21 L2,0. 5 (угловой с индикацией) заказываются отдельно.;";https://mega-k.com/products/ps2-34-45n51-c4;"45 мм";"0...36 мм";(0,9…1,1)Sn;разъем/М12/4-конт;"не заподлицо";"-25...+75 °C";PNP;"переключающий, NO+NC";"50 Гц";5%;15%;"105x80x40 мм";"0,26 кг";"24 В";"10...30 V DC";"1,5 В";"0,3 А";"25 мА/8 мА";10%;"50 мс";"0,5 мкФ";DC13;"сополимер АБС";"сополимер АБС";"30 gn, 11 мс";"55 Гц, 1 мм, 3x30 мин";красный;IP67;есть;есть;есть;есть;Примечание;;;;;;;;
PS2-34-45N51-K;"2 364 руб.";4673759506473;"Индуктивный датчик в корпусе 80х80х40 мм с прямоугольным основанием и четырьмя крепежными отверстиями.
Расстояние срабатывания: 45 мм
Способ монтажа: не заподлицо
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: 1,5 В
Частота переключения максимальная: 50 Гц
Ток потребления вкл./выкл.: 25 мА/8 мА
Тип выхода: PNP
Функция выхода: переключающий, NO+NC
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 50 Гц;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 120x100x40 мм;Масса, не более; 0,3 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 1,5 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Емкость нагрузки максимальная (при Ue); 0,5 мкФ;Категория применения; DC13;Материал чувствительной части; сополимер АБС;Материал корпуса; сополимер АБС;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;";https://mega-k.com/products/ps2-34-45n51-k;"45 мм";"0...36 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"не заподлицо";"-25...+75 °C";PNP;"переключающий, NO+NC";"50 Гц";5%;15%;"120x100x40 мм";"0,3 кг";"24 В";"10...30 V DC";"1,5 В";"0,3 А";"25 мА/8 мА";10%;"50 мс";"0,5 мкФ";DC13;"сополимер АБС";"сополимер АБС";"30 gn, 11 мс";"55 Гц, 1 мм, 3x30 мин";красный;IP67;есть;есть;есть;есть;;;"2 м";;;;;;
PS2-34-45N61-C4;"2 364 руб.";4673759514416;"Индуктивный датчик в корпусе 80х80х40 мм с прямоугольным основанием и четырьмя крепежными отверстиями.
Расстояние срабатывания: 45 мм
Способ монтажа: не заподлицо
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: 1,5 В
Частота переключения максимальная: 50 Гц
Ток потребления вкл./выкл.: 25 мА/8 мА
Тип выхода: NPN
Функция выхода: переключающий, NO+NC
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP67
Способ подключения: разъем/М12/4-конт";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; разъем/М12/4-конт;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 50 Гц;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,26 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 1,5 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Емкость нагрузки максимальная (при Ue); 0,5 мкФ;Категория применения; DC13;Материал чувствительной части; сополимер АБС;Материал корпуса; сополимер АБС;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; Кабели для подключения: C19 L2,0. 5 (прямой), C20 L2,0. 5 (угловой), C21 L2,0. 6 (угловой с индикацией) заказываются отдельно.;";https://mega-k.com/products/ps2-34-45n61-c4;"45 мм";"0...36 мм";(0,9…1,1)Sn;разъем/М12/4-конт;"не заподлицо";"-25...+75 °C";NPN;"переключающий, NO+NC";"50 Гц";5%;15%;"105x80x40 мм";"0,26 кг";"24 В";"10...30 V DC";"1,5 В";"0,3 А";"25 мА/8 мА";10%;"50 мс";"0,5 мкФ";DC13;"сополимер АБС";"сополимер АБС";"30 gn, 11 мс";"55 Гц, 1 мм, 3x30 мин";красный;IP67;есть;есть;есть;есть;Примечание;;;;;;;;
PS2-34-45N61-K;"2 364 руб.";4673759506497;"Индуктивный датчик в корпусе 80х80х40 мм с прямоугольным основанием и четырьмя крепежными отверстиями.
Расстояние срабатывания: 45 мм
Способ монтажа: не заподлицо
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: 1,5 В
Частота переключения максимальная: 50 Гц
Ток потребления вкл./выкл.: 25 мА/8 мА
Тип выхода: NPN
Функция выхода: переключающий, NO+NC
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 50 Гц;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 120x100x40 мм;Масса, не более; 0,3 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 1,5 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Емкость нагрузки максимальная (при Ue); 0,5 мкФ;Категория применения; DC13;Материал чувствительной части; сополимер АБС;Материал корпуса; сополимер АБС;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;";https://mega-k.com/products/ps2-34-45n61-k;"45 мм";"0...36 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"не заподлицо";"-25...+75 °C";NPN;"переключающий, NO+NC";"50 Гц";5%;15%;"120x100x40 мм";"0,3 кг";"24 В";"10...30 V DC";"1,5 В";"0,3 А";"25 мА/8 мА";10%;"50 мс";"0,5 мкФ";DC13;"сополимер АБС";"сополимер АБС";"30 gn, 11 мс";"55 Гц, 1 мм, 3x30 мин";красный;IP67;есть;есть;есть;есть;;;"2 м";;;;;;
ВБ2.34.хх.25.1.1.С4;;C696;"Заменён на PS2-34-25B11-C4";"Расстояние срабатывания номинальное (Sn); 25 мм;Расстояние срабатывания рабочее (Sa); 0...20 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; разъем/М12/4-конт;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,37 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-34-xx-25-1-1-c4;"25 мм";"0...20 мм";(0,9…1,1)Sn;разъем/М12/4-конт;заподлицо;"-25...+75 °C";PNP;"замыкающий, NO";;5%;15%;"105x80x40 мм";"0,37 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;;;;;;;"<0,01 мА (25 °C)"
ВБ2.34.хх.45.1.1.К;;C714;"Заменён на PS2-34-45N11-K";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 120x100x40 мм;Масса, не более; 0,44 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-34-xx-45-1-1-k;"45 мм";"0...36 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/3x0,35/ 2 м";"не заподлицо";"-25...+75 °C";PNP;"замыкающий, NO";;5%;15%;"120x100x40 мм";"0,44 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;"2 м";;;;;;"<0,01 мА (25 °C)"
ВБ2.34.хх.45.1.1.С4;;C702;"Заменён на PS2-34-45N11-C4";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; разъем/М12/4-конт;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,37 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-34-xx-45-1-1-c4;"45 мм";"0...36 мм";(0,9…1,1)Sn;разъем/М12/4-конт;"не заподлицо";"-25...+75 °C";PNP;"замыкающий, NO";;5%;15%;"105x80x40 мм";"0,37 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;;;;;;;"<0,01 мА (25 °C)"
ВБ2.34.хх.45.2.1.К;;C717;"Заменён на PS2-34-45N21-K";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; замыкающий, NO;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 120x100x40 мм;Масса, не более; 0,44 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-34-xx-45-2-1-k;"45 мм";"0...36 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/3x0,35/ 2 м";"не заподлицо";"-25...+75 °C";NPN;"замыкающий, NO";;5%;15%;"120x100x40 мм";"0,44 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;"2 м";;;;;;"<0,01 мА (25 °C)"
ВБ2.34.хх.45.3.1.К;;C715;"Заменён на PS2-34-45N31-K";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; размыкающий, NC;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 120x100x40 мм;Масса, не более; 0,44 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-34-xx-45-3-1-k;"45 мм";"0...36 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/3x0,35/ 2 м";"не заподлицо";"-25...+75 °C";PNP;"размыкающий, NC";;5%;15%;"120x100x40 мм";"0,44 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;"2 м";;;;;;"<0,01 мА (25 °C)"
ВБ2.34.хх.45.3.1.С4;;C703;"Заменён на PS2-34-45N31-C4";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; разъем/М12/4-конт;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; размыкающий, NC;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,37 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-34-xx-45-3-1-c4;"45 мм";"0...36 мм";(0,9…1,1)Sn;разъем/М12/4-конт;"не заподлицо";"-25...+75 °C";PNP;"размыкающий, NC";;5%;15%;"105x80x40 мм";"0,37 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;;;;;;;"<0,01 мА (25 °C)"
ВБ2.34.хх.45.4.1.К;;C718;"Заменён на PS2-34-45N41-K";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; размыкающий, NC;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 120x100x40 мм;Масса, не более; 0,44 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-34-xx-45-4-1-k;"45 мм";"0...36 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/3x0,35/ 2 м";"не заподлицо";"-25...+75 °C";NPN;"размыкающий, NC";;5%;15%;"120x100x40 мм";"0,44 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;"2 м";;;;;;"<0,01 мА (25 °C)"
ВБ2.34.хх.45.5.1.К;;C716;"Заменён на PS2-34-45N51-K";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 120x100x40 мм;Масса, не более; 0,44 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-34-xx-45-5-1-k;"45 мм";"0...36 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"не заподлицо";"-25...+75 °C";PNP;"переключающий, NO+NC";;5%;15%;"120x100x40 мм";"0,44 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;"2 м";;;;;;"<0,01 мА (25 °C)"
ВБ2.34.хх.45.5.1.С4;;C704;"Заменён на PS2-34-45N51-C4";"Расстояние срабатывания номинальное (Sn); 45 мм;Расстояние срабатывания рабочее (Sa); 0...36 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; разъем/М12/4-конт;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 105x80x40 мм;Масса, не более; 0,37 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-34-xx-45-5-1-c4;"45 мм";"0...36 мм";(0,9…1,1)Sn;разъем/М12/4-конт;"не заподлицо";"-25...+75 °C";PNP;"переключающий, NO+NC";;5%;15%;"105x80x40 мм";"0,37 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;;;;;;;"<0,01 мА (25 °C)"
