name;price;art;description;info;link;"Расстояние срабатывания номинальное (Sn)";"Расстояние срабатывания рабочее (Sa)";"Расстояние срабатывания эффективное (Sr)";"Способ подключения";"Способ монтажа";"Рабочая температура";"Тип выхода";"Функция выхода";"Частота переключения максимальная (f)";"Повторяемость максимальная (R), от Sr";"Гистерезис максимальный (H), от Sr";"Размеры упаковки";"Масса, не более";"Напряжение питания номинальное (Ue)";"Напряжение питания рабочее";"Падение напряжения максимальное";"Ток нагрузки максимальный (Ie)";"Ток потребления вкл./выкл.";"Уровень пульсаций (%Ue)";"Задержка после включения питания (tv)";"Емкость нагрузки максимальная (при Ue)";"Категория применения";"Материал чувствительной части";"Материал корпуса";"Ударная нагрузка полусинусоидальная";"Вибрационная нагрузка";"Индикатор состояния выхода (LED)";"Степень защиты по IEC 60529";"Защита от короткого замыкания";"Защита от перегрузки по току";"Защита от переполюсовки";"Защита от ЭДС самоиндукции";"Технический паспорт";"Кабели для подключения: C19 L2,0. 1 (прямой), C20 L2,0. 1 (угловой), C21 L2,0. 1 (угловой с индикацией) заказываются отдельно.";"Длина кабеля";"Кабели для подключения: C19 L2,0. 1 (прямой), C20 L2,0. 1 (угловой), C21 L2,0. 2 (угловой с индикацией) заказываются отдельно.";"Кабели для подключения: C19 L2,0. 3 (прямой), C20 L2,0. 3 (угловой), C21 L2,0. 3 (угловой с индикацией) заказываются отдельно.";"Кабели для подключения: C19 L2,0. 3 (прямой), C20 L2,0. 3 (угловой), C21 L2,0. 4 (угловой с индикацией) заказываются отдельно.";"Кабели для подключения: C19 L2,0. 5 (прямой), C20 L2,0. 5 (угловой), C21 L2,0. 5 (угловой с индикацией) заказываются отдельно.";"Кабели для подключения: C19 L2,0. 5 (прямой), C20 L2,0. 5 (угловой), C21 L2,0. 6 (угловой с индикацией) заказываются отдельно.";"Остаточный ток"
PS2-33-30N51-C4;"1 752 руб.";4673759506374;"Индуктивный датчик в корпусе 60х60х40 мм с прямоугольным основанием и четырьмя крепежными отверстиями.
Расстояние срабатывания: 30 мм
Способ монтажа: не заподлицо
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: 1,5 В
Частота переключения максимальная: 50 Гц
Ток потребления вкл./выкл.: 25 мА/8 мА
Тип выхода: PNP
Функция выхода: переключающий, NO+NC
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP67
Способ подключения: разъем/М12/4-конт";"Расстояние срабатывания номинальное (Sn); 30 мм;Расстояние срабатывания рабочее (Sa); 0...24 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; разъем/М12/4-конт;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 50 Гц;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 85x60x40 мм;Масса, не более; 0,25 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 1,5 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Емкость нагрузки максимальная (при Ue); 0,5 мкФ;Категория применения; DC13;Материал чувствительной части; сополимер АБС;Материал корпуса; сополимер АБС;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; Кабели для подключения: C19 L2,0. 5 (прямой), C20 L2,0. 5 (угловой), C21 L2,0. 5 (угловой с индикацией) заказываются отдельно.;";https://mega-k.com/products/ps2-33-30n51-c4;"30 мм";"0...24 мм";(0,9…1,1)Sn;разъем/М12/4-конт;"не заподлицо";"-25...+75 °C";PNP;"переключающий, NO+NC";"50 Гц";5%;15%;"85x60x40 мм";"0,25 кг";"24 В";"10...30 V DC";"1,5 В";"0,3 А";"25 мА/8 мА";10%;"50 мс";"0,5 мкФ";DC13;"сополимер АБС";"сополимер АБС";"30 gn, 11 мс";"55 Гц, 1 мм, 3x30 мин";красный;IP67;есть;есть;есть;есть;Примечание;;;;;;;;
PS2-33-30N51-K;"1 752 руб.";4673759506381;"Индуктивный датчик в корпусе 60х60х40 мм с прямоугольным основанием и четырьмя крепежными отверстиями.
Расстояние срабатывания: 30 мм
Способ монтажа: не заподлицо
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: 1,5 В
Частота переключения максимальная: 50 Гц
Ток потребления вкл./выкл.: 25 мА/8 мА
Тип выхода: PNP
Функция выхода: переключающий, NO+NC
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Расстояние срабатывания номинальное (Sn); 30 мм;Расстояние срабатывания рабочее (Sa); 0...24 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 50 Гц;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 105x100x40 мм;Масса, не более; 0,25 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 1,5 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Емкость нагрузки максимальная (при Ue); 0,5 мкФ;Категория применения; DC13;Материал чувствительной части; сополимер АБС;Материал корпуса; сополимер АБС;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;";https://mega-k.com/products/ps2-33-30n51-k;"30 мм";"0...24 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"не заподлицо";"-25...+75 °C";PNP;"переключающий, NO+NC";"50 Гц";5%;15%;"105x100x40 мм";"0,25 кг";"24 В";"10...30 V DC";"1,5 В";"0,3 А";"25 мА/8 мА";10%;"50 мс";"0,5 мкФ";DC13;"сополимер АБС";"сополимер АБС";"30 gn, 11 мс";"55 Гц, 1 мм, 3x30 мин";красный;IP67;есть;есть;есть;есть;;;"2 м";;;;;;
PS2-33-30N61-C4;"1 752 руб.";4673759514263;"Индуктивный датчик в корпусе 60х60х40 мм с прямоугольным основанием и четырьмя крепежными отверстиями.
Расстояние срабатывания: 30 мм
Способ монтажа: не заподлицо
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: 1,5 В
Частота переключения максимальная: 50 Гц
Ток потребления вкл./выкл.: 25 мА/8 мА
Тип выхода: NPN
Функция выхода: переключающий, NO+NC
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP67
Способ подключения: разъем/М12/4-конт";"Расстояние срабатывания номинальное (Sn); 30 мм;Расстояние срабатывания рабочее (Sa); 0...24 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; разъем/М12/4-конт;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 50 Гц;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 85x60x40 мм;Масса, не более; 0,25 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 1,5 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Емкость нагрузки максимальная (при Ue); 0,5 мкФ;Категория применения; DC13;Материал чувствительной части; сополимер АБС;Материал корпуса; сополимер АБС;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;Примечание; Кабели для подключения: C19 L2,0. 5 (прямой), C20 L2,0. 5 (угловой), C21 L2,0. 6 (угловой с индикацией) заказываются отдельно.;";https://mega-k.com/products/ps2-33-30n61-c4;"30 мм";"0...24 мм";(0,9…1,1)Sn;разъем/М12/4-конт;"не заподлицо";"-25...+75 °C";NPN;"переключающий, NO+NC";"50 Гц";5%;15%;"85x60x40 мм";"0,25 кг";"24 В";"10...30 V DC";"1,5 В";"0,3 А";"25 мА/8 мА";10%;"50 мс";"0,5 мкФ";DC13;"сополимер АБС";"сополимер АБС";"30 gn, 11 мс";"55 Гц, 1 мм, 3x30 мин";красный;IP67;есть;есть;есть;есть;Примечание;;;;;;;;
PS2-33-30N61-K;"1 752 руб.";4673759511187;"Индуктивный датчик в корпусе 60х60х40 мм с прямоугольным основанием и четырьмя крепежными отверстиями.
Расстояние срабатывания: 30 мм
Способ монтажа: не заподлицо
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,3 А
Падение напряжения: 1,5 В
Частота переключения максимальная: 50 Гц
Ток потребления вкл./выкл.: 25 мА/8 мА
Тип выхода: NPN
Функция выхода: переключающий, NO+NC
Рабочая температура: -25...+75 °C
Степень защиты по IEC 60529: IP67
Способ подключения: кабель ПВХ 5,5 мм/4x0,2/ 2 м";"Расстояние срабатывания номинальное (Sn); 30 мм;Расстояние срабатывания рабочее (Sa); 0...24 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; переключающий, NO+NC;Частота переключения максимальная (f); 50 Гц;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 105x100x40 мм;Масса, не более; 0,25 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 1,5 В;Ток нагрузки максимальный (Ie); 0,3 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Емкость нагрузки максимальная (при Ue); 0,5 мкФ;Категория применения; DC13;Материал чувствительной части; сополимер АБС;Материал корпуса; сополимер АБС;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;";https://mega-k.com/products/ps2-33-30n61-k;"30 мм";"0...24 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";"не заподлицо";"-25...+75 °C";NPN;"переключающий, NO+NC";"50 Гц";5%;15%;"105x100x40 мм";"0,25 кг";"24 В";"10...30 V DC";"1,5 В";"0,3 А";"25 мА/8 мА";10%;"50 мс";"0,5 мкФ";DC13;"сополимер АБС";"сополимер АБС";"30 gn, 11 мс";"55 Гц, 1 мм, 3x30 мин";красный;IP67;есть;есть;есть;есть;;;"2 м";;;;;;
PS2A-33-20B31-Z-Y;"1 716 руб.";4673759514270;"Индуктивный датчик в корпусе 60х60х40 мм с прямоугольным основанием и четырьмя крепежными отверстиями.
Расстояние срабатывания: 20 мм
Способ монтажа: заподлицо
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,5 А
Падение напряжения: 1,5 В
Частота переключения максимальная: 50 Гц
Ток потребления вкл./выкл.: 8 мА
Тип выхода: PNP
Функция выхода: размыкающий, NC
Рабочая температура: -40...+70 °C
Степень защиты по IEC 60529: IP67
Способ подключения: провод ПВАМ/3x1/ 2,06 м";"Расстояние срабатывания номинальное (Sn); 20 мм;Расстояние срабатывания рабочее (Sa); 0...16 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; провод ПВАМ/3x1/ 2,06 м;Способ монтажа; заподлицо;Рабочая температура; -40...+70 °C;Тип выхода; PNP;Функция выхода; размыкающий, NC;Частота переключения максимальная (f); 50 Гц;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 100x60x40 мм;Масса, не более; 0,3 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 1,5 В;Ток нагрузки максимальный (Ie); 0,5 А;Ток потребления вкл./выкл.; 8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Емкость нагрузки максимальная (при Ue); 2,5 мкФ;Категория применения; DC13;Материал корпуса; пластик;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;";https://mega-k.com/products/ps2a-33-20b31-z-y;"20 мм";"0...16 мм";(0,9…1,1)Sn;"провод ПВАМ/3x1/ 2,06 м";заподлицо;"-40...+70 °C";PNP;"размыкающий, NC";"50 Гц";5%;15%;"100x60x40 мм";"0,3 кг";"24 В";"10...30 V DC";"1,5 В";"0,5 А";"8 мА";10%;"50 мс";"2,5 мкФ";DC13;;пластик;"30 gn, 11 мс";"55 Гц, 1 мм, 3x30 мин";красный;IP67;есть;есть;есть;есть;;;;;;;;;
PS2A-33-30N11-Z-Y;"1 824 руб.";4673759506831;"Индуктивный датчик в корпусе 60х60х40 мм с прямоугольным основанием и четырьмя крепежными отверстиями.
Расстояние срабатывания: 30 мм
Способ монтажа: не заподлицо
Рабочее напряжение питания: 10...30 V DC
Ток нагрузки максимальный: 0,5 А
Падение напряжения: 1,5 В
Частота переключения максимальная: 50 Гц
Ток потребления вкл./выкл.: 25 мА/8 мА
Тип выхода: PNP
Функция выхода: замыкающий, NO
Рабочая температура: -40...+70 °C
Степень защиты по IEC 60529: IP67
Способ подключения: кабель ПВХ 5,5 мм/3x0,35/ 2 м";"Расстояние срабатывания номинальное (Sn); 30 мм;Расстояние срабатывания рабочее (Sa); 0...24 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Частота переключения максимальная (f); 50 Гц;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 105x100x40 мм;Масса, не более; 0,3 кг;Напряжение питания номинальное (Ue); 24 В;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 1,5 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Уровень пульсаций (%Ue); 10%;Задержка после включения питания (tv); 50 мс;Емкость нагрузки максимальная (при Ue); 2,5 мкФ;Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Вибрационная нагрузка; 55 Гц, 1 мм, 3x30 мин;Индикатор состояния выхода (LED); красный;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;Защита от ЭДС самоиндукции; есть;Технический паспорт;";https://mega-k.com/products/ps2a-33-30n11-z-y;"30 мм";"0...24 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/3x0,35/ 2 м";"не заподлицо";"-25...+75 °C";PNP;"замыкающий, NO";"50 Гц";5%;15%;"105x100x40 мм";"0,3 кг";"24 В";"10...30 V DC";"1,5 В";"0,25 А";"25 мА/8 мА";10%;"50 мс";"2,5 мкФ";DC13;;полиамид;"30 gn, 11 мс";"55 Гц, 1 мм, 3x30 мин";красный;IP67;есть;есть;есть;есть;;;;;;;;;
ВБ2.33.хх.20.1.1.К;;C684;"Заменён на PS2-33-20B11-K";"Расстояние срабатывания номинальное (Sn); 20 мм;Расстояние срабатывания рабочее (Sa); 0...16 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/3x0,35/ 2 м;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 105x100x40 мм;Масса, не более; 0,26 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-33-xx-20-1-1-k;"20 мм";"0...16 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/3x0,35/ 2 м";заподлицо;"-25...+75 °C";PNP;"замыкающий, NO";;5%;15%;"105x100x40 мм";"0,26 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;"2 м";;;;;;"<0,01 мА (25 °C)"
ВБ2.33.хх.20.2.1.С4;;C675;"Заменён на PS2-33-20B21-C4";"Расстояние срабатывания номинальное (Sn); 20 мм;Расстояние срабатывания рабочее (Sa); 0...16 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; разъем/М12/4-конт;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; замыкающий, NO;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 85x60x40 мм;Масса, не более; 0,2 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-33-xx-20-2-1-c4;"20 мм";"0...16 мм";(0,9…1,1)Sn;разъем/М12/4-конт;заподлицо;"-25...+75 °C";NPN;"замыкающий, NO";;5%;15%;"85x60x40 мм";"0,2 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;;;;;;;"<0,01 мА (25 °C)"
ВБ2.33.хх.20.5.1.В;;C662;"Заменён на PS2-33-20B51-B";"Расстояние срабатывания номинальное (Sn); 20 мм;Расстояние срабатывания рабочее (Sa); 0...16 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; клеммная коробка/вывод вбок;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 100x60x40 мм;Масса, не более; 0,25 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-33-xx-20-5-1-v;"20 мм";"0...16 мм";(0,9…1,1)Sn;"клеммная коробка/вывод вбок";заподлицо;"-25...+75 °C";PNP;"переключающий, NO+NC";;5%;15%;"100x60x40 мм";"0,25 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;;;;;;;"<0,01 мА (25 °C)"
ВБ2.33.хх.20.5.1.К;;C686;"Заменён на PS2-33-20B51-K";"Расстояние срабатывания номинальное (Sn); 20 мм;Расстояние срабатывания рабочее (Sa); 0...16 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 105x100x40 мм;Масса, не более; 0,26 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-33-xx-20-5-1-k;"20 мм";"0...16 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";заподлицо;"-25...+75 °C";PNP;"переключающий, NO+NC";;5%;15%;"105x100x40 мм";"0,26 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;"2 м";;;;;;"<0,01 мА (25 °C)"
ВБ2.33.хх.20.5.1.С4;;C674;"Заменён на PS2-33-20B51-C4";"Расстояние срабатывания номинальное (Sn); 20 мм;Расстояние срабатывания рабочее (Sa); 0...16 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; разъем/М12/4-конт;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; переключающий, NO+NC;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 85x60x40 мм;Масса, не более; 0,2 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-33-xx-20-5-1-c4;"20 мм";"0...16 мм";(0,9…1,1)Sn;разъем/М12/4-конт;заподлицо;"-25...+75 °C";PNP;"переключающий, NO+NC";;5%;15%;"85x60x40 мм";"0,2 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;;;;;;;"<0,01 мА (25 °C)"
ВБ2.33.хх.20.6.1.К;;C689;"Заменён на PS2-33-20B61-K";"Расстояние срабатывания номинальное (Sn); 20 мм;Расстояние срабатывания рабочее (Sa); 0...16 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; кабель ПВХ 5,5 мм/4x0,2/ 2 м;Способ монтажа; заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; NPN;Функция выхода; переключающий, NO+NC;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Длина кабеля; 2 м;Размеры упаковки; 105x100x40 мм;Масса, не более; 0,26 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-33-xx-20-6-1-k;"20 мм";"0...16 мм";(0,9…1,1)Sn;"кабель ПВХ 5,5 мм/4x0,2/ 2 м";заподлицо;"-25...+75 °C";NPN;"переключающий, NO+NC";;5%;15%;"105x100x40 мм";"0,26 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;"2 м";;;;;;"<0,01 мА (25 °C)"
ВБ2.33.хх.30.1.1.В;;C666;"Заменён на PS2-33-30N11-B";"Расстояние срабатывания номинальное (Sn); 30 мм;Расстояние срабатывания рабочее (Sa); 0...24 мм;Расстояние срабатывания эффективное (Sr); (0,9…1,1)Sn;Способ подключения; клеммная коробка/вывод вбок;Способ монтажа; не заподлицо;Рабочая температура; -25...+75 °C;Тип выхода; PNP;Функция выхода; замыкающий, NO;Повторяемость максимальная (R), от Sr; 5%;Гистерезис максимальный (H), от Sr; 15%;Размеры упаковки; 100x60x40 мм;Масса, не более; 0,25 кг;Напряжение питания рабочее; 10...30 V DC;Падение напряжения максимальное; 2 В;Ток нагрузки максимальный (Ie); 0,25 А;Ток потребления вкл./выкл.; 25 мА/8 мА;Остаточный ток; <0,01 мА (25 °C);Категория применения; DC13;Материал корпуса; полиамид;Ударная нагрузка полусинусоидальная; 30 gn, 11 мс;Степень защиты по IEC 60529; IP67;Защита от короткого замыкания; есть;Защита от перегрузки по току; есть;Защита от переполюсовки; есть;";https://mega-k.com/products/vb2-33-xx-30-1-1-v;"30 мм";"0...24 мм";(0,9…1,1)Sn;"клеммная коробка/вывод вбок";"не заподлицо";"-25...+75 °C";PNP;"замыкающий, NO";;5%;15%;"100x60x40 мм";"0,25 кг";;"10...30 V DC";"2 В";"0,25 А";"25 мА/8 мА";;;;DC13;;полиамид;"30 gn, 11 мс";;;IP67;есть;есть;есть;;;;;;;;;;"<0,01 мА (25 °C)"
