name;price;info;link;is_available;Исполнение;Модификация;"Тип корпуса";"Расстояние срабатывания Sn, мм";"Размер корпуса";"Конструкция корпуса";"Схема выхода";"Функция выхода";"Материал корпуса";"Степень защиты корпуса";"Обозначение резьбы";"Регулировка чувствительности";"Вид взрывозащиты";Особенности;"Защита коммутационного элемента";"Длина кабеля, м";"Габаритный размер, мм";"Ширина щели, мм";"Диапазон частот контроля, Гц";"Первоначальная задержка включения";"Аналоговый выход";"Рабочая зона, мм";"Степень защиты";"Регулировка задержки срабатывания"
"Индуктивный датчик
ВБИ-М18-76С-1111-С";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-76s-1111-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Длинный корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-76С-1113-С";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-76s-1113-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Длинный корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-76С-1113-СА.51";"6 115 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Увеличенное расстояние срабатывания; Расстояние срабатывания Sn, мм: 8; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Регулировка чувствительности: Потенциометр многооборотный; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-76s-1113-sa_51/;"В наличии";Общепромышленное;"Увеличенное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;"Потенциометр многооборотный";;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-76С-1121-С";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-76s-1121-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Длинный корпус";NPN;НО;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-76С-1123-С";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-76s-1123-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Длинный корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-76С-1131-Л";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной DC; Функция выхода: НО; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-76s-1131-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Длинный корпус";"двухпроводной DC";НО;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-76С-1132-Л";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной DC; Функция выхода: НЗ; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-76s-1132-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Длинный корпус";"двухпроводной DC";НЗ;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-76С-1252-Л";"5 456 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной AC; Функция выхода: НЗ; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-76s-1252-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Длинный корпус";"двухпроводной AC";НЗ;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-76С-1351-Л";"6 006 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 5; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной AC/DC; Функция выхода: НО; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-76s-1351-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";5;"? 18 мм";"Длинный корпус";"двухпроводной AC/DC";НО;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86В-2111-С";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86v-2111-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86В-2113-С";"4 805 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86v-2113-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86В-2113-СА.51";"6 053 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Увеличенное расстояние срабатывания; Расстояние срабатывания Sn, мм: 12; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Регулировка чувствительности: Потенциометр многооборотный; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86v-2113-sa_51/;"В наличии";Общепромышленное;"Увеличенное расстояние срабатывания";"цилиндрический с резьбой";12;"? 18 мм";"Длинный корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;"Потенциометр многооборотный";;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86В-2121-С";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86v-2121-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";NPN;НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86В-2123-С";"4 805 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86v-2123-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86В-2252-Л";"6 006 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной AC; Функция выхода: НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86v-2252-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";"двухпроводной AC";НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86ВР-2113-СА.51";"8 065 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Увеличенное расстояние срабатывания; Расстояние срабатывания Sn, мм: 12; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Регулировка чувствительности: Потенциометр многооборотный; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86vr-2113-sa_51/;"В наличии";Общепромышленное;"Увеличенное расстояние срабатывания";"цилиндрический с резьбой";12;"? 18 мм";"Длинный корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;"Потенциометр многооборотный";;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86К-2111-С";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86k-2111-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86К-2113-СА.51";"6 256 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Увеличенное расстояние срабатывания; Расстояние срабатывания Sn, мм: 12; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Регулировка чувствительности: Потенциометр многооборотный; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-86k-2113-sa_51/;"В наличии";Общепромышленное;"Увеличенное расстояние срабатывания";"цилиндрический с резьбой";12;"? 18 мм";"Длинный корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;"Потенциометр многооборотный";;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86К-2123-С";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86k-2123-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86К-2132-Л";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной DC; Функция выхода: НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86k-2132-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";"двухпроводной DC";НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86К-2251-Л";"6 293 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной AC; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-86k-2251-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";"двухпроводной AC";НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86К-2252-Л";"6 422 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной AC; Функция выхода: НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86k-2252-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";"двухпроводной AC";НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86К-2352-Л";"7 333 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной AC/DC; Функция выхода: НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86k-2352-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";"двухпроводной AC/DC";НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86Р-2111-С";"4 836 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86r-2111-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86Р-2113-С";"5 226 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86r-2113-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86Р-2121-С";"4 805 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86r-2121-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";NPN;НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86Р-2123-С";"4 805 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: NPN; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86r-2123-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";NPN;НО/НЗ;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86Р-2131-Л";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной DC; Функция выхода: НО; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-86r-2131-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";"двухпроводной DC";НО;"Латунь никелированная";IP67;М18;;;;;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86С-2111-С";"4 633 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86s-2111-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";PNP;НО;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86С-2113-С";"4 805 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/datchik-vbi-m18-86s-2113-s/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86С-2113-С.9";"14 650 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация:; Тип корпуса: цилиндрический с резьбой; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Расстояние срабатывания Sn, мм: 8; Обозначение резьбы: М18; Схема выхода: PNP; Функция выхода: НО/НЗ; Материал корпуса: Латунь никелированная; Степень защиты корпуса: IP67; Особенности: Возможность крепления доп. защиты кабеля";https://sensor-com.ru/sensors/vbi-m18-86s-2113-s_9/;"В наличии";Общепромышленное;;"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";PNP;НО/НЗ;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86С-2131-Л";"5 148 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной DC; Функция выхода: НО; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-86s-2131-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";"двухпроводной DC";НО;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86С-2251-Л";"6 293 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной AC; Функция выхода: НО; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-86s-2251-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";"двухпроводной AC";НО;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86С-2351-Л";"6 006 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной AC/DC; Функция выхода: НО; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-86s-2351-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";"двухпроводной AC/DC";НО;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
"Индуктивный датчик
ВБИ-М18-86С-2352-Л";"5 663 ?
Цена с НДС 20%";"Исполнение: Общепромышленное; Модификация: Стандартное расстояние срабатывания; Тип корпуса: цилиндрический с резьбой; Расстояние срабатывания Sn, мм: 8; Размер корпуса: ? 18 мм; Конструкция корпуса: Длинный корпус; Обозначение резьбы: М18; Схема выхода: двухпроводной AC/DC; Функция выхода: НЗ; Материал корпуса: Латунь никелированная; Особенности: Возможность крепления доп. защиты кабеля; Степень защиты корпуса: IP67";https://sensor-com.ru/sensors/vbi-m18-86s-2352-l/;"В наличии";Общепромышленное;"Стандартное расстояние срабатывания";"цилиндрический с резьбой";8;"? 18 мм";"Длинный корпус";"двухпроводной AC/DC";НЗ;"Латунь никелированная";IP67;М18;;;"Возможность крепления доп. защиты кабеля";;;;;;;;;;
